"gauge_id","geol_1st_class","glim_1st_class_frac","geol_2nd_class","glim_2nd_class_frac","carb_rocks_frac","geol_porosity","geol_permeability","gauge_id2"
"03592718","Unconsolidated sediments","1","NA","0","0","0.2274","-12.7422",3592718
"08023080","Unconsolidated sediments","1","NA","0","0","0.2167","-13.0466",8023080
"01013500","Siliciclastic sedimentary rocks","0.815904446815535","Basic volcanic rocks","0.179729452382194","0","0.1714","-14.7019",1013500
"01022500","Acid plutonic rocks","0.590658158506066","Siliciclastic sedimentary rocks","0.164618210344753","0","0.071","-14.2138",1022500
"01030500","Siliciclastic sedimentary rocks","0.573305400935238","Metamorphics","0.287010005606611","0.0521400935487284","0.1178","-14.4918",1030500
"01031500","Siliciclastic sedimentary rocks","0.448927859249061","Metamorphics","0.443862824494092","0.0262579789051996","0.0747","-14.841",1031500
"01047000","Metamorphics","0.308488043880523","Acid plutonic rocks","0.288612546329161","0","0.0522","-14.4819",1047000
"01052500","Siliciclastic sedimentary rocks","0.497458334479149","Metamorphics","0.374061696779951","0","0.0711","-15.1658",1052500
"01054200","Metamorphics","0.87144277772791","Siliciclastic sedimentary rocks","0.104295202824522","0","0.0288","-14.2147",1054200
"01055000","Siliciclastic sedimentary rocks","0.680843374255509","Metamorphics","0.168363152735523","0","0.1455","-14.3578",1055000
"01057000","Metamorphics","0.451110620382826","Acid plutonic rocks","0.409240381612252","0.0774334159306445","0.0251","-13.9903",1057000
"01073000","Metamorphics","0.943375194531556","Acid plutonic rocks","0.0566248054684436","0","0.01","-14.1",1073000
"01078000","Acid plutonic rocks","0.535649718608006","Metamorphics","0.458790179882329","0","0.011","-14.1061",1078000
"01118300","Acid plutonic rocks","0.759567143145735","Metamorphics","0.240432856854265","0","0.01","-14.1",1118300
"01121000","Metamorphics","1","NA","0","0","0.01","-14.1",1121000
"01123000","Metamorphics","1","NA","0","0","0.01","-14.1",1123000
"01134500","Metamorphics","0.622420641760885","Acid plutonic rocks","0.369333601870038","0","0.0109","-14.1198",1134500
"01137500","Acid plutonic rocks","0.791579905460923","Metamorphics","0.198146815659468","0","0.01","-14.1",1137500
"01139000","Carbonate sedimentary rocks","0.521678756766897","Acid plutonic rocks","0.286851760273367","0.521678756766897","0.0371","-12.922",1139000
"01139800","Carbonate sedimentary rocks","1","NA","0","1","0.06","-11.8",1139800
"01142500","Carbonate sedimentary rocks","0.764501415297893","Metamorphics","0.0979583173139352","0.764501415297893","0.0585","-12.5655",1142500
"01144000","Metamorphics","0.663469277959176","Carbonate sedimentary rocks","0.323706719607693","0.323706719607693","0.0273","-13.3802",1144000
"01162500","Acid plutonic rocks","0.796052853540842","Metamorphics","0.203947146459158","0","0.01","-14.1",1162500
"01169000","Metamorphics","0.894390473275735","Siliciclastic sedimentary rocks","0.0859176613144848","0.0196918654097801","0.0204","-14.2609",1169000
"01170100","Metamorphics","0.538440036558264","Carbonate sedimentary rocks","0.318774098466062","0.318774098466062","0.0416","-13.7095",1170100
"01181000","Metamorphics","0.824255288283291","Acid plutonic rocks","0.165247556945932","0.00299517599801272","0.0112","-14.1061",1181000
"01187300","Siliciclastic sedimentary rocks","0.709479264050831","Acid plutonic rocks","0.143617007569745","0","0.1377","-14.8804",1187300
"01195100","Metamorphics","1","NA","0","0","0.01","-14.1",1195100
"01333000","Metamorphics","0.663358494099292","Carbonate sedimentary rocks","0.312362723516054","0.312362723516054","0.0302","-13.3765",1333000
"01350000","Siliciclastic sedimentary rocks","0.999449792702365","Water bodies","0.000550207297634583","0","0.1897","-15.2049",1350000
"01350080","Siliciclastic sedimentary rocks","0.997652206074361","Water bodies","0.00234779392563892","0","0.1802","-15.3774",1350080
"01350140","Siliciclastic sedimentary rocks","0.997893020338537","Water bodies","0.00210697966146313","0","0.1573","-15.8034",1350140
"01365000","Siliciclastic sedimentary rocks","1","NA","0","0","0.19","-15.2",1365000
"01411300","Unconsolidated sediments","1","NA","0","0","0.22","-13",1411300
"01413500","Siliciclastic sedimentary rocks","0.999905874798265","Water bodies","9.41252017347397e-05","0","0.19","-15.1998",1413500
"01414500","Siliciclastic sedimentary rocks","1","NA","0","0","0.19","-15.2",1414500
"01415000","Siliciclastic sedimentary rocks","1","NA","0","0","0.19","-15.2",1415000
"01423000","Siliciclastic sedimentary rocks","0.999860585552546","Water bodies","0.000139414447453777","0","0.19","-15.1997",1423000
"01434025","Siliciclastic sedimentary rocks","1","NA","0","0","0.19","-15.2",1434025
"01435000","Siliciclastic sedimentary rocks","0.999775793066617","Water bodies","0.000224206933382753","0","0.19","-15.1995",1435000
"01439500","Siliciclastic sedimentary rocks","0.998798736196798","Mixed sedimentary rocks","0.00120126380320172","0","0.1848","-15.2772",1439500
"01440000","Siliciclastic sedimentary rocks","0.844166670429744","Carbonate sedimentary rocks","0.149521985010988","0.149521985010988","0.1826","-14.227",1440000
"01440400","Siliciclastic sedimentary rocks","1","NA","0","0","0.1997","-14.8732",1440400
"01451800","Siliciclastic sedimentary rocks","0.997188070331833","Carbonate sedimentary rocks","0.00281192966816722","0.00281192966816722","0.134","-16.2182",1451800
"01466500","Unconsolidated sediments","1","NA","0","0","0.22","-13",1466500
"01484100","Unconsolidated sediments","1","NA","0","0","0.22","-13",1484100
"01485500","Unconsolidated sediments","1","NA","0","0","0.28","-10.9",1485500
"01486000","Unconsolidated sediments","1","NA","0","0","0.28","-10.9",1486000
"01487000","Unconsolidated sediments","1","NA","0","0","0.22","-13",1487000
"01491000","Unconsolidated sediments","1","NA","0","0","0.2365","-12.4235",1491000
"01510000","Mixed sedimentary rocks","0.836519363663835","Siliciclastic sedimentary rocks","0.0914729282084141","0.072007708127751","0.1221","-16.0426",1510000
"01516500","Siliciclastic sedimentary rocks","1","NA","0","0","0.1734","-15.4207",1516500
"01518862","Siliciclastic sedimentary rocks","1","NA","0","0","0.1615","-15.7286",1518862
"01532000","Siliciclastic sedimentary rocks","1","NA","0","0","0.1949","-14.736",1532000
"01539000","Siliciclastic sedimentary rocks","1","NA","0","0","0.1661","-15.5264",1539000
"01542810","Siliciclastic sedimentary rocks","1","NA","0","0","0.1953","-15.0206",1542810
"01543000","Siliciclastic sedimentary rocks","1","NA","0","0","0.2067","-14.6131",1543000
"01543500","Siliciclastic sedimentary rocks","1","NA","0","0","0.2146","-14.3537",1543500
"01544500","Siliciclastic sedimentary rocks","1","NA","0","0","0.1897","-15.1862",1544500
"01545600","Siliciclastic sedimentary rocks","1","NA","0","0","0.2206","-14.1559",1545600
"01547700","Siliciclastic sedimentary rocks","0.997024729715006","Carbonate sedimentary rocks","0.00297527028499441","0.00297527028499441","0.1826","-15.1697",1547700
"01548500","Siliciclastic sedimentary rocks","1","NA","0","0","0.2004","-14.8083",1548500
"01549500","Siliciclastic sedimentary rocks","1","NA","0","0","0.1958","-15.0026",1549500
"01550000","Siliciclastic sedimentary rocks","1","NA","0","0","0.2116","-14.3602",1550000
"01552000","Siliciclastic sedimentary rocks","1","NA","0","0","0.2093","-14.4365",1552000
"01552500","Siliciclastic sedimentary rocks","1","NA","0","0","0.1948","-15.0374",1552500
"01557500","Siliciclastic sedimentary rocks","0.926013295061592","Carbonate sedimentary rocks","0.0459601055434723","0.0459601055434723","0.1592","-15.272",1557500
"01567500","Siliciclastic sedimentary rocks","0.551590718676682","Carbonate sedimentary rocks","0.225621090995123","0.225621090995123","0.1141","-14.897",1567500
"02479300","Unconsolidated sediments","1","NA","0","0","0.2367","-12.4162",2479300
"01568000","Siliciclastic sedimentary rocks","0.531926570659407","Mixed sedimentary rocks","0.2126421097036","0.113782284235811","0.1027","-15.5296",1568000
"01580000","Metamorphics","0.999733839695157","Basic plutonic rocks","0.00026616030484326","0","0.01","-14.1",1580000
"01583500","Metamorphics","0.829405456786752","Carbonate sedimentary rocks","0.168434278878246","0.168434278878246","0.019","-13.7057",1583500
"01586610","Metamorphics","0.961900930450197","Basic volcanic rocks","0.0380990695498032","0","0.013","-14.039",1586610
"01591400","Metamorphics","0.993616014356905","Basic plutonic rocks","0.00638398564309513","0","0.01","-14.1",1591400
"01594950","Siliciclastic sedimentary rocks","1","NA","0","0","0.1321","-16.2759",1594950
"01596500","Siliciclastic sedimentary rocks","1","NA","0","0","0.1762","-15.2383",1596500
"01605500","Siliciclastic sedimentary rocks","0.642279561600673","Mixed sedimentary rocks","0.192518710553239","0.165201727846088","0.1845","-13.8824",1605500
"01606500","Siliciclastic sedimentary rocks","0.653422514096553","Carbonate sedimentary rocks","0.218157715931334","0.218157715931334","0.1651","-14.1648",1606500
"01613050","Siliciclastic sedimentary rocks","1","NA","0","0","0.1863","-15.2693",1613050
"01620500","Siliciclastic sedimentary rocks","1","NA","0","0","0.15","-15.9424",1620500
"01632000","Siliciclastic sedimentary rocks","0.904374610412785","Mixed sedimentary rocks","0.0815657883426893","0.0140596012445258","0.1627","-15.5394",1632000
"01632900","Carbonate sedimentary rocks","0.600787374828891","Siliciclastic sedimentary rocks","0.390739777455612","0.600787374828891","0.118","-12.9503",1632900
"01634500","Siliciclastic sedimentary rocks","0.763323565139575","Mixed sedimentary rocks","0.226186983282488","0.0104894515779372","0.1807","-15.0288",1634500
"01638480","Acid plutonic rocks","0.585641247292201","Metamorphics","0.215729590583884","0.00358403621985603","0.0249","-13.8061",1638480
"01639500","Metamorphics","0.625398343808927","Siliciclastic sedimentary rocks","0.27079113821372","0.0188350005556674","0.0692","-14.1274",1639500
"01644000","Acid plutonic rocks","0.551756051702972","Basic volcanic rocks","0.207084130301435","0.00186892239855705","0.0357","-13.7579",1644000
"01658500","Metamorphics","0.570399229177797","Siliciclastic sedimentary rocks","0.429600770822203","0","0.1217","-13.4126",1658500
"01664000","Metamorphics","0.526435602877036","Acid plutonic rocks","0.205444346041605","0.000526220239787649","0.036","-13.969",1664000
"01666500","Metamorphics","0.419864080188452","Siliciclastic sedimentary rocks","0.296386458255834","0.00471819521933519","0.0668","-14.2526",1666500
"01667500","Metamorphics","0.342850107287653","Siliciclastic sedimentary rocks","0.308524043821612","0.0018122148538136","0.0758","-14.1348",1667500
"01669000","Unconsolidated sediments","1","NA","0","0","0.22","-13",1669000
"01669520","Unconsolidated sediments","1","NA","0","0","0.2364","-12.4147",1669520
"02011400","Siliciclastic sedimentary rocks","0.602931221853005","Mixed sedimentary rocks","0.388764826510665","0.00749079206052457","0.1903","-14.6756",2011400
"02011460","Siliciclastic sedimentary rocks","0.907235232209663","Mixed sedimentary rocks","0.0885403388285152","0","0.1663","-15.5249",2011460
"02013000","Siliciclastic sedimentary rocks","0.845477711361184","Mixed sedimentary rocks","0.0952784034747456","0.0592438851640706","0.166","-15.1955",2013000
"02014000","Siliciclastic sedimentary rocks","0.806181306945497","Mixed sedimentary rocks","0.185444753536585","0.00837393951791807","0.1647","-15.4203",2014000
"02015700","Siliciclastic sedimentary rocks","0.552382367965338","Mixed sedimentary rocks","0.44625633066481","0.00129320601644648","0.1998","-14.4666",2015700
"02016000","Siliciclastic sedimentary rocks","0.74776708258271","Mixed sedimentary rocks","0.251907256519417","0.000309370607991626","0.1715","-15.2353",2016000
"02017500","Siliciclastic sedimentary rocks","0.691671969416604","Mixed sedimentary rocks","0.294438551481203","0.0138894791021928","0.1698","-15.1362",2017500
"02018000","Siliciclastic sedimentary rocks","0.757566645185594","Mixed sedimentary rocks","0.224710922823038","0.017722431991368","0.1626","-15.3324",2018000
"02027000","Metamorphics","0.52077053620051","Acid plutonic rocks","0.421060400475542","0","0.0128","-14.0448",2027000
"02027500","Acid plutonic rocks","0.621209557109168","Metamorphics","0.324502574527539","0","0.01","-14.1",2027500
"02028500","Metamorphics","0.604543414575887","Basic volcanic rocks","0.210707796101242","0","0.0271","-13.7687",2028500
"02038850","Siliciclastic sedimentary rocks","0.778358889973949","Metamorphics","0.154838599313989","0","0.0996","-15.8882",2038850
"02046000","Metamorphics","0.699590219483755","Acid plutonic rocks","0.255354173888654","0","0.0146","-14.046",2046000
"02051000","Metamorphics","0.891577846834585","Acid plutonic rocks","0.0929900485005312","0","0.01","-14.1",2051000
"02051500","Metamorphics","0.581439835258042","Acid plutonic rocks","0.346672892466263","0","0.0114","-14.0727",2051500
"02053200","Unconsolidated sediments","0.984255625085723","Siliciclastic sedimentary rocks","0.015744374914277","0","0.2195","-13.0346",2053200
"02053800","Metamorphics","0.480013578181848","Siliciclastic sedimentary rocks","0.326611715977813","0.0729889382588663","0.0496","-14.716",2053800
"02055100","Carbonate sedimentary rocks","0.711894666487338","Siliciclastic sedimentary rocks","0.233162934144311","0.711894666487338","0.0855","-12.9343",2055100
"02056900","Metamorphics","0.874492841440639","Acid plutonic rocks","0.0744660718315568","0","0.015","-14.1418",2056900
"02059500","Metamorphics","0.742918756453601","Siliciclastic sedimentary rocks","0.204644009130615","0.00410086073743985","0.0333","-14.5692",2059500
"02064000","Metamorphics","0.666461879225841","Siliciclastic sedimentary rocks","0.330859415166194","0","0.0533","-14.7619",2064000
"02065500","Acid volcanic rocks","0.341042015889036","Acid plutonic rocks","0.315779324696601","0","0.065","-14.1599",2065500
"02069700","Metamorphics","0.6446019839416","Acid plutonic rocks","0.179976130067979","0","0.0293","-14.521",2069700
"02070000","Metamorphics","0.750307914626826","Acid plutonic rocks","0.130250961945046","0","0.0154","-14.2184",2070000
"02074500","Metamorphics","0.849477169048237","Siliciclastic sedimentary rocks","0.0863988522272647","0","0.0312","-14.0036",2074500
"02077200","Metamorphics","1","NA","0","0","0.01","-14.1",2077200
"02081500","Metamorphics","0.814531673274444","Siliciclastic sedimentary rocks","0.178727035105163","0","0.0507","-14.0159",2081500
"02082950","Metamorphics","0.663425716451175","Acid plutonic rocks","0.25462301722777","0","0.0267","-14.0079",2082950
"02092500","Unconsolidated sediments","0.617161542361913","Carbonate sedimentary rocks","0.382838457638087","0.382838457638087","0.1587","-12.5406",2092500
"02096846","Metamorphics","0.810392128336641","Intermediate volcanic rocks","0.189607871663359","0","0.0252","-13.7966",2096846
"02102908","Unconsolidated sediments","0.984697843327091","Siliciclastic sedimentary rocks","0.0153021566729091","0","0.2786","-10.9658",2102908
"02108000","Unconsolidated sediments","0.931107645694035","Carbonate sedimentary rocks","0.0688923543059651","0.0688923543059651","0.209","-12.9173",2108000
"02111180","Metamorphics","1","NA","0","0","0.01","-14.1",2111180
"02111500","Metamorphics","1","NA","0","0","0.01","-14.1",2111500
"02112120","Metamorphics","0.829655125253756","Acid plutonic rocks","0.170344874746244","0","0.01","-14.1",2112120
"02112360","Metamorphics","1","NA","0","0","0.01","-14.1",2112360
"02118500","Metamorphics","1","NA","0","0","0.01","-14.1",2118500
"02125000","Siliciclastic sedimentary rocks","0.615394973786281","Metamorphics","0.384605026213719","0","0.1208","-14.7769",2125000
"02128000","Metamorphics","0.853690369881646","Siliciclastic sedimentary rocks","0.146309630118354","0","0.0363","-14.2609",2128000
"02137727","Metamorphics","0.997922127845432","Siliciclastic sedimentary rocks","0.00207787215456851","0","0.0104","-14.1023",2137727
"02140991","Metamorphics","0.958175752179893","Acid plutonic rocks","0.0418242478201066","0","0.01","-14.1",2140991
"02143000","Metamorphics","1","NA","0","0","0.01","-14.1",2143000
"02143040","Metamorphics","1","NA","0","0","0.01","-14.1",2143040
"02149000","Metamorphics","1","NA","0","0","0.01","-14.1",2149000
"02152100","Metamorphics","1","NA","0","0","0.01","-14.1",2152100
"02177000","Metamorphics","0.901321256484654","Acid plutonic rocks","0.0943378719034562","0","0.01","-14.1",2177000
"02178400","Metamorphics","0.957112234127722","Acid plutonic rocks","0.0362764598817192","0","0.0101","-14.0994",2178400
"02193340","Metamorphics","0.654942346952016","Acid plutonic rocks","0.345057653047984","0","0.01","-14.1",2193340
"02196000","Metamorphics","0.820199337841139","Acid plutonic rocks","0.137584164723251","0","0.0141","-14.0784",2196000
"02198100","Siliciclastic sedimentary rocks","1","NA","0","0","0.19","-15.2",2198100
"02202600","Unconsolidated sediments","0.7578625468364","Siliciclastic sedimentary rocks","0.24122003638425","0","0.2323","-12.847",2202600
"02212600","Metamorphics","0.876013614794757","Basic plutonic rocks","0.121695451287377","0","0.01","-14.1",2212600
"02215100","Carbonate sedimentary rocks","0.717558452821849","Unconsolidated sediments","0.183771705631641","0.717558452821849","0.0894","-12.5398",2215100
"02216180","Siliciclastic sedimentary rocks","1","NA","0","0","0.19","-15.2",2216180
"02221525","Metamorphics","0.998437365010984","Water bodies","0.00106099678432587","0","0.0102","-14.0988",2221525
"02231000","Unconsolidated sediments","0.939110290022701","Siliciclastic sedimentary rocks","0.0607075466921302","0","0.2217","-13.0101",2231000
"02231342","Unconsolidated sediments","0.98782094652533","Carbonate sedimentary rocks","0.0121790534746704","0.0121790534746704","0.2181","-12.9854",2231342
"02235200","Unconsolidated sediments","1","NA","0","0","0.22","-13",2235200
"02245500","Unconsolidated sediments","1","NA","0","0","0.22","-13",2245500
"02246000","Unconsolidated sediments","1","NA","0","0","0.22","-13",2246000
"02296500","Unconsolidated sediments","0.919545867808741","Siliciclastic sedimentary rocks","0.0804541321912587","0","0.2675","-11.431",2296500
"02297155","Unconsolidated sediments","0.967831721231695","Siliciclastic sedimentary rocks","0.0321682787683052","0","0.219","-13.0708",2297155
"02297310","Siliciclastic sedimentary rocks","0.596948710525639","Unconsolidated sediments","0.403051289474361","0","0.2021","-14.3133",2297310
"02298123","Carbonate sedimentary rocks","0.614796827160728","Unconsolidated sediments","0.356563630868354","0.614796827160728","0.1313","-11.9556",2298123
"02298608","Unconsolidated sediments","0.972752699866987","Siliciclastic sedimentary rocks","0.027247300133013","0","0.2192","-13.0599",2298608
"02299950","Unconsolidated sediments","1","NA","0","0","0.22","-13",2299950
"02300700","Unconsolidated sediments","0.701885393419089","Siliciclastic sedimentary rocks","0.290839797499045","0.00727480908186606","0.2101","-13.6311",2300700
"02310947","Unconsolidated sediments","0.858097778170796","Carbonate sedimentary rocks","0.141902221829204","0.141902221829204","0.2462","-11.1176",2310947
"02312200","Unconsolidated sediments","0.510069567308172","Carbonate sedimentary rocks","0.489930432691828","0.489930432691828","0.169","-11.4552",2312200
"02314500","Unconsolidated sediments","0.999496118859787","Water bodies","0.000503881140213435","0","0.2543","-11.7986",2314500
"02315500","Unconsolidated sediments","0.866708418434288","Siliciclastic sedimentary rocks","0.132503555405379","0","0.2452","-12.269",2315500
"02324400","Unconsolidated sediments","1","NA","0","0","0.22","-13",2324400
"02327100","Unconsolidated sediments","0.970085266905506","Carbonate sedimentary rocks","0.0299147330944936","0.0299147330944936","0.2152","-12.9641",2327100
"02342933","Unconsolidated sediments","0.987847403043524","Mixed sedimentary rocks","0.0121525969564764","0","0.2272","-12.7573",2342933
"02349900","Carbonate sedimentary rocks","0.866706259604174","Siliciclastic sedimentary rocks","0.132749353310773","0.866706259604174","0.0773","-12.2525",2349900
"02350900","Unconsolidated sediments","0.911789317394303","Siliciclastic sedimentary rocks","0.0767788755171916","0.0101653321950688","0.2325","-12.5837",2350900
"02361000","Unconsolidated sediments","0.724140833697359","Siliciclastic sedimentary rocks","0.219605919884016","0","0.1628","-14.2703",2361000
"02363000","Unconsolidated sediments","0.998605882041568","Siliciclastic sedimentary rocks","0.00139374370435393","0","0.2022","-13.169",2363000
"02369800","Unconsolidated sediments","1","NA","0","0","0.22","-13",2369800
"02371500","Unconsolidated sediments","0.980385220860512","Carbonate sedimentary rocks","0.0119474826491956","0.0119474826491956","0.2036","-13.1163",2371500
"02372250","Unconsolidated sediments","0.984187427355848","Carbonate sedimentary rocks","0.0158125726441524","0.0158125726441524","0.2051","-12.9898",2372250
"02374500","Unconsolidated sediments","0.715709380153751","Mixed sedimentary rocks","0.201239553930455","0","0.209","-13.6157",2374500
"02381600","Metamorphics","1","NA","0","0","0.01","-14.1",2381600
"02384540","Siliciclastic sedimentary rocks","1","NA","0","0","0.12","-16.5",2384540
"02395120","Carbonate sedimentary rocks","0.528965418071906","Mixed sedimentary rocks","0.296315100760036","0.528965418071906","0.1005","-13.7867",2395120
"02408540","Metamorphics","0.938780326828308","Acid plutonic rocks","0.0476663418452458","0","0.0114","-14.0771",2408540
"02415000","Metamorphics","0.899083116448072","Acid plutonic rocks","0.095760354416398","0","0.0104","-14.0917",2415000
"02422500","Unconsolidated sediments","0.955011810253244","Metamorphics","0.0262318414410296","0","0.2241","-12.7146",2422500
